,Life event,ID,Date,Gender,Age,Life expectancy,Marital status,Marriage duration,Marriage intention,Marriage age:,Employment status,Income,Capital,Children,Nr children,Birth age,Alive
1752,Life event: Created,1666,2012-11-22,Female,0,72,Single,0,Yes,26.0,Child,0,0,Yes,0,30.0,1
1707,Life event: Created,1667,2012-02-24,Female,0,67,Single,0,Yes,23.0,Child,0,0,No,0,30.0,1
1697,Life event: Created,1668,2011-12-25,Female,0,26,Single,0,No,,Child,0,0,No,0,21.0,1
1665,Life event: Created,1669,2011-01-07,Female,0,87,Single,0,Yes,23.0,Child,0,0,Yes,0,40.0,1
1685,Life event: Created,1670,2011-08-24,Female,0,89,Single,0,No,,Child,0,0,No,0,32.0,1
1750,Life event: Created,1671,2012-11-13,Male,0,98,Single,0,Yes,41.0,Child,0,0,No,0,,1
1698,Life event: Created,1672,2012-01-03,Male,0,97,Single,0,No,,Child,0,0,No,0,,1
1683,Life event: Created,1673,2011-08-04,Female,0,70,Single,0,Yes,27.0,Child,0,0,Yes,0,27.0,1
1759,Life event: Created,1674,2012-12-29,Female,0,6,Single,0,No,,Child,0,0,No,0,31.0,1
1667,Life event: Created,1675,2011-01-26,Female,0,65,Single,0,Yes,64.0,Child,0,0,No,0,27.0,1
1696,Life event: Created,1676,2011-12-15,Female,0,97,Single,0,No,,Child,0,0,Yes,0,34.0,1
1684,Life event: Created,1677,2011-08-06,Male,0,94,Single,0,Yes,54.0,Child,0,0,No,0,,1
1681,Life event: Created,1678,2011-07-20,Male,0,87,Single,0,No,,Child,0,0,Yes,0,,1
1688,Life event: Created,1679,2011-09-14,Female,0,38,Single,0,Yes,23.0,Child,0,0,Yes,0,28.0,1
1742,Life event: Created,1680,2012-10-11,Male,0,93,Single,0,No,,Child,0,0,No,0,,1
1699,Life event: Created,1681,2012-01-06,Female,0,97,Single,0,No,,Child,0,0,Yes,0,28.0,1
1671,Life event: Created,1682,2011-02-12,Female,0,98,Single,0,Yes,45.0,Child,0,0,No,0,22.0,1
1693,Life event: Created,1683,2011-11-26,Female,0,60,Single,0,Yes,23.0,Child,0,0,No,0,32.0,1
1689,Life event: Created,1684,2011-10-06,Male,0,58,Single,0,No,,Child,0,0,Yes,0,,1
1760,Life event: Created,1685,2012-12-30,Female,0,94,Single,0,Yes,32.0,Child,0,0,No,0,39.0,1
1680,Life event: Created,1686,2011-07-02,Female,0,67,Single,0,Yes,20.0,Child,0,0,Yes,0,35.0,1
1701,Life event: Created,1687,2012-01-16,Male,0,97,Single,0,No,,Child,0,0,No,0,,1
1686,Life event: Created,1688,2011-08-26,Female,0,36,Single,0,Yes,29.0,Child,0,0,Yes,0,32.0,1
1678,Life event: Created,1689,2011-06-09,Male,0,98,Single,0,No,,Child,0,0,No,0,,1
1726,Life event: Created,1690,2012-07-26,Male,0,91,Single,0,No,,Child,0,0,Yes,0,,1
1737,Life event: Created,1691,2012-09-21,Male,0,96,Single,0,Yes,63.0,Child,0,0,Yes,0,,1
1704,Life event: Created,1692,2012-01-24,Male,0,97,Single,0,Yes,43.0,Child,0,0,Yes,0,,1
1702,Life event: Created,1693,2012-01-17,Male,0,12,Single,0,No,,Child,0,0,No,0,,1
1755,Life event: Created,1694,2012-12-14,Male,0,23,Single,0,No,,Child,0,0,Yes,0,,1
1749,Life event: Created,1695,2012-11-11,Male,0,12,Single,0,No,,Child,0,0,Yes,0,,1
1674,Life event: Created,1696,2011-04-29,Male,0,94,Single,0,No,,Child,0,0,Yes,0,,1
1708,Life event: Created,1697,2012-02-29,Male,0,85,Single,0,No,,Child,0,0,Yes,0,,1
1682,Life event: Created,1698,2011-07-21,Male,0,98,Single,0,No,,Child,0,0,Yes,0,,1
1700,Life event: Created,1699,2012-01-08,Female,0,13,Single,0,No,,Child,0,0,No,0,31.0,1
